Dis No,Country,Region,Continent,Location,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs,Insured Damages,Total Damages
2016-0237-IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",93.0,,,,,,,
2016-0002-IND,India,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",8.0,308.0,10500.0,,10808.0,,,75000.0
2016-0239-IND,India,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",61.0,,,,,,,100000.0
2016-0267-IND,India,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",50.0,,,2000000.0,2000000.0,,,150000.0
2016-0049-IND,India,Southern Asia,Asia,Jammu and Kashmir (Administrative unit not available) (Siachen glacier),10.0,,,,,,,
2016-0195-IND,India,Southern Asia,Asia,Uttarakhand province,10.0,5.0,,,5.0,,,
2016-0133-IND,India,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",300.0,,,,,,,
2016-0187-IND,India,Southern Asia,Asia,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",7.0,,,,,,,
2016-0271-IND,India,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",254.0,,1600000.0,,1600000.0,,,350000.0
2016-0276-IND,India,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",184.0,,100000.0,,100000.0,,,160000.0
2016-0304-IND,India,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",37.0,,3000.0,,3000.0,,,
2016-0391-IND,India,Southern Asia,Asia,"Andhra Pradesh province, Telangana",28.0,,3000.0,,3000.0,,44000.0,589000.0
2016-0442-ISR,Israel,Western Asia,Asia,"Nataf, Sha'ar Hagai (Jérusalem province), Modiin (Central district province), Haifa province",,137.0,60000.0,,60137.0,,,520000.0
2016-0313-ITA,Italy,Southern Europe,Europe,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",296.0,400.0,4454.0,,4854.0,,75000.0,5000000.0
2016-0357-ITA,Italy,Southern Europe,Europe,"Visso, Ussita (Macerata district, Marche province)",1.0,24.0,3003.0,,3027.0,,,200000.0
2016-0358-ITA,Italy,Southern Europe,Europe,"Norcia (Perugia district, Umbria province)",,20.0,22272.0,,22292.0,,,200000.0
2016-0453-ITA,Italy,Southern Europe,Europe,"Piémont, Liguria provinces",2.0,,400.0,,400.0,,,100000.0
2016-0355-JAM,Jamaica,Caribbean,Americas,St. Thomas and Portland,,,125000.0,,125000.0,,,
2016-0107-JPN,Japan,Eastern Asia,Asia,Kumamoto province (Kyushu Isl.),9.0,800.0,120000.0,,120800.0,,,
2016-0121-JPN,Japan,Eastern Asia,Asia,"Kumamoto, Fukuoka, Saga, Oita, Miyazaki provinces",49.0,1684.0,272763.0,23985.0,298432.0,,5000000.0,20000000.0
2016-0492-JPN,Japan,Eastern Asia,Asia,"Kurayoshi city (Kurayosisi district, Tottori province)",,7.0,480.0,6.0,493.0,,,100000.0
2016-0361-JPN,Japan,Eastern Asia,Asia,Hokkaidoo province (Hokkaido island),,,,,,,,
2016-0023-JPN,Japan,Eastern Asia,Asia,"Okinawa city (Okinawa province), Kagosima province (Amami ?shima Isl.), Nagasaki, Hirosima, Isikawa, Tookyoo provinces",8.0,610.0,,,610.0,,,
2016-0089-KEN,Kenya,Eastern Africa,Africa,"Lodwar city, Napetet, Soweto, Kalifonia, Nakerekei villages (Turkana district, Rift Valley province)",3.0,,,1000.0,1000.0,,,
2016-0341-KOR,Korea (the Republic of),Eastern Asia,Asia,Kyonju,,32.0,29800.0,,29832.0,,,21000.0
2016-0023-KOR,Korea (the Republic of),Eastern Asia,Asia,"Jejudo, Ulleungedo (Kangwondo), Seoul, Chollabuk-do, Chollanam-do, Chungchongbuk-do, Chungchongnam-do, Inchon, Kang-won-do, Kwangju, Kyonggi-do, Kyongsangbuk-do, Kyongsangnam-do, Pusan, Taegu, Taejon",6.0,,,,,,,127000.0
2016-0316-LAO,Lao People's Democratic Republic (the),South-Eastern Asia,Asia,"Luang Prabang city (Louangphrabang distrcit, Louangphabang province), Oudomxai, Salavan, Xaignabouli, Xiangkhouang, Houaphan, Bokeo provinces",5.0,,26328.0,,26328.0,,,50.0
2016-0301-LBR,Liberia,Western Africa,Africa,"Unification Town, Dolo Town, Mambahn Kaba, Borborville, Dennisville, Zoekwelin, Kokoville, Larkpor, Peter Town, World Bank, Kissi (Lower and Upper Margibi)",,,15431.0,,15431.0,,,
2016-0333-MEX,Mexico,Central America,Americas,Durango city,5.0,,3000.0,,3000.0,,,25000.0
2016-0332-MEX,Mexico,Central America,Americas,"Guerrero, Chiapas states",13.0,,6000.0,,6000.0,,,
2016-0335-MKD,Macedonia (the former Yugoslav Republic of),Southern Europe,Europe,Skopje province,,100.0,,,100.0,,,10000.0
2016-0272-MLI,Mali,Western Africa,Africa,"Gao, Mopti, Segou, Sikasso, Bamako, Koulikoro provinces",13.0,,9500.0,,9500.0,,,
2016-0189-MMR,Myanmar,South-Eastern Asia,Asia,"Mandalay city (Mandalay district, Mandalay province)",18.0,24.0,87920.0,,87944.0,,,2600.0
2016-0383-MMR,Myanmar,South-Eastern Asia,Asia,"Magway, Mandalay, Rakhine, Sagaing provinces",4.0,2.0,1150.0,,1152.0,,,10000.0
2016-0224-MMR,Myanmar,South-Eastern Asia,Asia,Hpakant region (Kachin province),42.0,15.0,,,15.0,,,
2016-0444-MMR,Myanmar,South-Eastern Asia,Asia,"Lahe, Nanyun cities",34.0,,,,,,,
2016-0232-MMR,Myanmar,South-Eastern Asia,Asia,"Sagaing, Bago (E), Bago (W), Rakhine, Mandalay, Ayeyawaddy, Magway, Yangon, Kachin, Mon provinces",14.0,,377667.0,,377667.0,,,
2016-0369-MMR,Myanmar,South-Eastern Asia,Asia,"Sagaing, Mandalay, Bago, Ayeyarwady, Magway, Yangon, Kachin",5.0,,474560.0,,474560.0,,,2000.0
2016-0509-MNG,Mongolia,Eastern Asia,Asia,"Arkhangai, Bayan-Ulgii, Bayankhongor, Bulgan, Dornod, Darkhan-Uul, Zavkhan, Orkhon, Uvurkhangai (Ovoxangai), Selenge, Uvs, Tuv (Tov), Khovd (Xovd), Khuvsgul (Xovsgol), Khentii (Xentii), Ulaanbaatar provinces",,,157000.0,,157000.0,,,
2016-0248-MOZ,Mozambique,Eastern Africa,Africa,Cabo Delgado province,16.0,,6600.0,,6600.0,,,
2016-0129-MWI,Malawi,Eastern Africa,Africa,"Mzuzu city (Mzimba district, Northern Region province), Karango district (Northern Region province)",12.0,,,2800.0,2800.0,,,
2016-0057-MYS,Malaysia,South-Eastern Asia,Asia,"Johor, Melaka, Negri Sembilan, Sarawak province",,,6000.0,,6000.0,,,
2016-0307-MYS,Malaysia,South-Eastern Asia,Asia,"Yan, Baling districts (Kedah province), Penang city (Timur Laut district, Pulau Pinang province)",,,441.0,,441.0,,,
2016-0489-MYS,Malaysia,South-Eastern Asia,Asia,Terengganu province,,,400.0,,400.0,,,
2016-0516-MYS,Malaysia,South-Eastern Asia,Asia,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",,,25000.0,,25000.0,,,132000.0
2016-0269-NER,Niger (the),Western Africa,Africa,"Tahoua, Agadez, Maradi provinces",11.0,,,3000.0,3000.0,,,
2016-0447-NER,Niger (the),Western Africa,Africa,"Tahoua, Tassara, Tilia, Madaoua,Tchintabaraden, Abalak, Keita",23.0,78.0,,,78.0,,,
2016-0219-NER,Niger (the),Western Africa,Africa,"Bazagor city (Tchin Tabaradene district, Tahoua province), Ingal city (Tchighozerine district, Agadez province), Maradi, Zinder, Dosso, Tillaberi, Diffa, Niamey province",50.0,27.0,123239.0,,123266.0,,,
2016-0337-NGA,Nigeria,Western Africa,Africa,"Gwaram, Dutse, Jahun, Ringim, Hadejia, Babura, Gumel, Malammadori, Birninkudu districts (Jigawa province)",18.0,,,12000.0,12000.0,,,
2016-0433-NIC,Nicaragua,Central America,Americas,"Costa Caribe Sur, Chontales, Zelaya Central, Río San Juan",,,10570.0,,10570.0,,,
2016-0187-NPL,Nepal,Southern Asia,Asia,"Dhanusha, Mahottari, Sindhuli (Janakpur), Rupandehi, Argakhanchi (Lumbini), Bardiya (Bheri) and Dang (Rapti), Kanchanpur, Dadeldhura, Darchula, Baitadi, Dadeldhura (Mahakali), Kailali, Doti, Bajhang, Achham, Bajura (Seti)",11.0,,,,,,,
2016-0275-NPL,Nepal,Southern Asia,Asia,"Rapti, Kerauja VDC, Gorkha, Lamjung (Gandaki); Malikarjun, Kakada, Sarmoli, Uku (Mahakali), Dolakha (Janakpur), Dhading, Nuwakot, Bhagawati, Kavre, Rasuwa (Bagmati)",25.0,23.0,10000.0,,10023.0,,,
2016-0096-NZL,New Zealand,Australia and New Zealand,Oceania,"Riwaka city (Administrative unit not available district, Nelson-marlborough province), Administrative unit not available district (Westland province)",,,300.0,,300.0,,,25000.0
2016-0120-OMN,Oman,Western Asia,Asia,"Wadi Kabeel (Qurayat province), Wadi Bani Karoos (Dhank province)",2.0,,,,,,,
2016-0229-PAK,Pakistan,Southern Asia,Asia,"Federally Administered Tribal Areas, Punjab, Azad Jammu and Kashmir provinces; Islamabad, Rawalpindi, Khyber Pakhtunkawa",34.0,191.0,,,191.0,,,
2016-0100-PAK,Pakistan,Southern Asia,Asia,"North-West Frontier, Gilgit-Baltistan provinces, Khyber Agency district (Federally Administered Tribal Areas province)",6.0,42.0,100.0,,142.0,,,
2016-0240-PAK,Pakistan,Southern Asia,Asia,"Ursoon, Drosh village (Chitral district, Khyber Pakhtunkhwa province)",46.0,,235.0,175.0,410.0,,,
2016-0387-PAK,Pakistan,Southern Asia,Asia,Karachi district (Sindh province),10.0,,,,,,,
2017-0002-CHL,Chile,South America,Americas,"Valparaiso, Santo Domingo (San Antonio), Casablanca (Valparaiso), Maule (Santa Olga), Biobio, Metropolitana, O'Higgins, Araucania",11.0,16.0,7157.0,450.0,7623.0,,165000.0,550000.0
2015-0017-PHL,Philippines (the),South-Eastern Asia,Asia,"Albay, Camarines Norte, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province)",2.0,,21687.0,,21687.0,,,1000.0
2015-0371-PHL,Philippines (the),South-Eastern Asia,Asia,"Ilocos Norte, Ilocos Sur districts (Region I (Ilocos region) province), Region II (Cagayan Valley), Cordillera Administrative region (CAR) provinces",40.0,24.0,318359.0,,318383.0,,,30299.0
2015-0462-PHL,Philippines (the),South-Eastern Asia,Asia,"Camarines Norte, Catanduanes districts (Region V (Bicol region) province), Cordillera Administrative region (CAR), National Capital region (NCR) province, Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",51.0,83.0,2898507.0,,2898590.0,,,210985.0
2015-0543-PHL,Philippines (the),South-Eastern Asia,Asia,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Quezon, Batangas districts (Region IV-A (Calabarzon) province), Marinduque, Mindoro Oriental, Mindoro Occidental, Romblon districts (Region IV (Southern Tagalog) province), Catanduanes, Albay, Masbate, Sorsogon districts (Region V (Bicol region) province), Biliran districts (Region VII (Central Visayas) province), Samar, Northern Samar districts (Region VIII (Eastern Visayas) province), Quezon City area (Metropolitan Manila district, National Capital region (NCR) province)",46.0,24.0,287227.0,,287251.0,,,135217.0
2015-0211-USA,United States of America (the),Northern America,Americas,"Texas, Oklahoma, Kansas, Nebraska, Missouri, Colorado, Minnesota, South Dakota provinces",4.0,,,,,,800000.0,1400000.0
2015-0488-USA,United States of America (the),Northern America,Americas,"Austin, Houston districts (Texas province), Lousiana province",6.0,,,,,,200000.0,270000.0
2015-0155-USA,United States of America (the),Northern America,Americas,"Texas, Louisiana, Alabama, Mississippi, Kentucky, Georgia, Florida provinces",4.0,12.0,,,12.0,,800000.0,950000.0
2015-0180-USA,United States of America (the),Northern America,Americas,"Kansas, Nebraska, Texas, Oklahoma, Minnesota, Iowa, Wisconsin provinces",1.0,40.0,,,40.0,,200000.0,160000.0
2015-0245-USA,United States of America (the),Northern America,Americas,"Colorado, Illinois provinces",,,,,,,450000.0,650000.0
2015-0138-USA,United States of America (the),Northern America,Americas,"Fairdale area (DeKalb district, Illinois province), Rochelle town (Ogle district, Illinois province), Missouri, North Carolina, Indiana, Ohio, Kentucky, Texas, Iowa, Arkansas, Michigan, West Virginia, Wisconsin, Pennsylvania, Oklahoma, Kansas, Tennessee provinces",3.0,12.0,,,12.0,,990000.0,1400000.0
2015-0326-USA,United States of America (the),Northern America,Americas,"Illinois, Indiana, Wisconsin, Minnesota, Ohio, Iowa, Kentucky, Tennessee, Missouri, South Carolina, North Carolina",4.0,,,,,,450000.0,700000.0
2015-0522-PER,Peru,South America,Americas,"Pedegral area (Camana district, Arequipa province), Quirio, Chosica, Lurigancho areas (Lima district, Lima province), La Trinchera area (Tacna district, Tacna province), Santa Eulalia area (Huarochiri district, Lima province), La Libertad province",9.0,55.0,3180.0,,3235.0,,,
2015-0278-PHL,Philippines (the),South-Eastern Asia,Asia,"Ilocos Norte, Ilocos Sur, La Union districts (Region I (Ilocos region) province), Palawan district (Region IV (Southern Tagalog) province), Benguet, Abra, Kalinga districts (Cordillera Administrative region (CAR) province)",,,55567.0,,55567.0,,,2218.0
2015-0283-PHL,Philippines (the),South-Eastern Asia,Asia,"Caloocan, Malabon, Quezon City, Valenzuela City areas (Metropolitan Manila district, NCR province),Dinalpupihan, Mariveles areas (Bataan district, Region III province),Marilao, Meycauayan, San Jose Del Monte, Santa Maria areas (Bulacan district, Region III province), San Fernando area (Pampanga district, Region III province), Botolan, Candelaria, Masinloc areas (Zambales district, Region III province), San Jose area (Batangas district, Region IV-A province), San Pedro area (Laguna district, Region IV-A province), Conner, Kabugao areas (Apayao district, CAR province), Atok, Baguio City, Bangar, Itogon, Kapangan, Kibunga, La Trinidad, Sablan, Tuba areas (Benguet district, CAR province), Liwan, Tabuk areas (Kalinga district, CAR province)",23.0,,42500.0,,42500.0,,,86.0
2015-0359-PHL,Philippines (the),South-Eastern Asia,Asia,"Jagna area (Bohol district, Region VII (Central Visayas) province), Malaybalay city, Valencia areas (Bukidnon district, Region X (Northern Mindanao) province), Ampatuan, Datu Piang, Pagalungan areas (Maguindanao districts, ARMM province), Kabuntalan, Sultan Kudarat areas (Shariff Kabunsuan district, ARMM province)",9.0,,62929.0,,62929.0,,,114.0
2015-0153-RWA,Rwanda,Eastern Africa,Africa,"Nyamasheke, Rubavu districts (West/Iburengerazuba province)",2.0,6.0,3425.0,,3431.0,,,
2015-0194-TJK,Tajikistan,Central Asia,Asia,"Zarkamar village (Kabodien district, Khatlon province), Olimobod village (Jilikul district, Khatlon province), Mehnatobod (Ghozimalik district, Khatlon province), Navbuned, Bagara, Shankhay villages (Vahshskiy district, Khatlon province), Tugul village (Parharskiy district, Khatlon province), Hoit village (Garmskiy district, Tadzhikistan Territories province)",,,5401.0,,5401.0,,,
2015-0286-TJK,Tajikistan,Central Asia,Asia,"Shugnanskiy, Rushanskiy, Vanchskiy districts (Badakhshoni Kuni province), Garmskiy, Tojikobod districts (Tadzhikistan Territories province)",,,5401.0,,5401.0,,,
2015-0292-VNM,Viet Nam,South-Eastern Asia,Asia,Quang Ninh province,32.0,,15000.0,,15000.0,,,204000.0
2015-0535-COD,Congo (the Democratic Republic of the),Middle Africa,Africa,Bukavu district (Sud-Kivu province),18.0,,,,,,,
2015-0401-USA,United States of America (the),Northern America,Americas,"California, Idaho, Montana, Oregon, Washington provinces",4.0,8.0,600.0,3900.0,4508.0,,,150000.0
2015-0123-USA,United States of America (the),Northern America,Americas,"Moore area (Cleveland district, Oklahoma province), Osage, Tulsa districts (Oklahoma province), Kansas, Missouri, Arkansas provinces",1.0,12.0,3300.0,,3312.0,,450000.0,500000.0
2015-0400-USA,United States of America (the),Northern America,Americas,"Chicago, Lincolnwood towns (Cook district, Illinois province), Wood Dale town (DuPage district, Illinois province), Lancaster town (Coos district, New Hampshire province), Indiana, Ohio, Connecticut, Michigan, Massachusetts, Wisconsin, Rhode Island, Maine, New York provinces",4.0,40.0,,,40.0,,800000.0,950000.0
2015-0279-PHL,Philippines (the),South-Eastern Asia,Asia,"Basilan, Tawi-tawi districts (ARMM province)",8.0,,122000.0,,122000.0,,,
2015-0565-USA,United States of America (the),Northern America,Americas,"Mississippi, Missouri, Kentucky, Tennessee, Arkansas, Alabama, Illinois, Indiana, Louisiana provinces",31.0,50.0,4000.0,,4050.0,,200000.0,600000.0
2015-9410-PNG,Papua New Guinea,Melanesia,Oceania,"Kandep district (Enga province), Sirunki city (Lagaip district, Enga province), Mendi, Ialibu, Pangia districts (Southern Highlands province), Tambul district (Western Highlands province), Menyamya district (Morobe province); Kundiawa, Gembogl, Sinasina(-Yongomugl), Gumine, Chuave, Kerowagi, Karimui (-Nomane) districts (Chimbu province), Henganofi, Goroka (Unggai-Bena) districts (Eastern Highlands province), Rabaul, Kokopo districts (East New Britain province), Goilala district (Central province), Manus province",24.0,,2520000.0,,2520000.0,,,60000.0
2015-0113-PSE,"Palestine, State of",Western Asia,Asia,"West Bank, Gaza regions",,,1050.0,,1050.0,,,
2015-0002-SYR,Syrian Arab Republic,Western Asia,Asia,"Al_Qunaytirah, Aleppo, As_Suweida, City_Damascus, Damascus, Dara, Hama, Homs, Idleb provinces",4.0,,,,,,,
2015-0046-USA,United States of America (the),Northern America,Americas,"Tennessee, Kansas, District of Columbia, Boston, Ohio, Virginia, Georgia, North Carolina, South Carolina provinces",10.0,,,,,,75000.0,100000.0
2015-0072-USA,United States of America (the),Northern America,Americas,"Illinois, Michigan, Massachusetts, New York, Connecticut, Indiana provinces",22.0,,,,,,200000.0,150000.0
2015-9500-ZAF,South Africa,Southern Africa,Africa,"KwaZulu-Natal, Free state, Limpopo, Mpumalanga, North-West, Western Cape provinces",,,2700000.0,,2700000.0,,,250000.0
2015-0038-TUR,Turkey,Western Asia,Asia,"Edirne city, Karaagac borough, Degirmenyeni village (Merkez district, Edirne province)",8.0,,5000.0,1500.0,6500.0,,,
2015-0002-PSE,"Palestine, State of",Western Asia,Asia,"Gaza, Rafah provinces (Gaza Strip region)",4.0,,30000.0,,30000.0,,,
2015-0093-SLB,Solomon Islands,Melanesia,Oceania,"Temotu, Malaita areas (Solomon Islands province)",,,44096.0,,44096.0,,,
2015-0494-SOM,Somalia,Eastern Africa,Africa,Bari province,,,,,,,,
2015-0339-TWN,Taiwan (Province of China),Eastern Asia,Asia,Taiwan Sheng province,6.0,380.0,,,380.0,,,
2015-0069-TZA,"Tanzania, United Republic of",Eastern Africa,Africa,"Mwakata, Magung'unhwa, Nhumbi villages (Msalala area, Kahama district, Shinyanga province)",47.0,112.0,5000.0,,5112.0,,,
2015-0558-USA,United States of America (the),Northern America,Americas,"Dallas, Ellis, Collin districts (Texas province), Mississippi, Tennessee, Arkansas, Alabama, Georgia, New Mexico, Missouri, Kentucky, Indiana, Oklahoma, Illinois provinces",45.0,60.0,,,60.0,,800000.0,900000.0
2015-0531-USA,United States of America (the),Northern America,Americas,"Texas, Kansas, Oklahoma provinces",18.0,,300.0,,300.0,,62500.0,140000.0
2015-0459-USA,United States of America (the),Northern America,Americas,"South Carolina, North Carolina",21.0,,800.0,,800.0,,400000.0,1700000.0
2015-0093-VUT,Vanuatu,Melanesia,Oceania,"Torba, Penama, Sanma, Malampa, Shefa, Tafea provinces",11.0,,188000.0,,188000.0,,,449400.0
2015-0494-YEM,Yemen,Western Asia,Asia,"Hidaybu, Qulensya Wa Abd Al Kuri districts (Hadramaut province), Aden province",18.0,,15000.0,,15000.0,,,
2015-0030-ZWE,Zimbabwe,Eastern Africa,Africa,"Mashonaland Central, Mashonaland East, Mashonaland West, Midlands, Harare provinces",10.0,,,475.0,475.0,,,
2015-9373-SDN,Sudan (the),Northern Africa,Africa,"Southern Kordofan, Blue Nile provinces",,,800000.0,,800000.0,,,
2015-9616-SOM,Somalia,Eastern Africa,Africa,"Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal provinces (Somaliland region), Bari, Nugaal provinces (Puntland region); Karkaar",,,4700000.0,,4700000.0,,,
